# Diccionario ingles-espanol ordenado por frecuencia de uso.
# Formato: rank|en|lemma|pos|es|es_alt|cefr|hint
# Frecuencia: OpenSubtitles 2018. Traducciones: Wiktionary (CC BY-SA).
2684|childhood|childhood|noun|infancia|-|B1|the state of being a child
2686|bow|bow|noun|proa|-|B1|front of a boat or ship
2687|chick|chick|noun|polluelo|pichón|B1|young bird
2689|disaster|disaster|noun|desastre|-|B1|unexpected catastrophe causing physical damage, etc.
2690|revolution|revolution|noun|revolución|-|B1|political upheaval
2691|online|online|adj|en línea|-|B1|-
2692|demon|demon|noun|demonio|-|B1|evil spirit
2694|coincidence|coincidence|noun|coincidencia|-|B1|of objects, property of being coincident
2695|perform|perform|verb|hacer|-|B1|to do something
2696|thin|thin|verb|adelgazar|-|B1|to become thinner
2697|terrific|terrific|adj|estupendo|-|B1|frighteningly good
2699|crown|crown|noun|corona|-|B1|royal, imperial or princely headdress
2700|identity|identity|noun|identidad|-|B1|-
2701|virgin|virgin|adj|virgen|intacto;intacta|B1|of an object, untouched
2702|impressive|impressive|adj|halagüeño|-|B1|appealing
2705|guitar|guitar|noun|guitarra|jarana|B1|instrument
2706|committee|committee|noun|comité|-|B1|-
2707|dozen|dozen|noun|docena|-|B1|twelve
2708|delivery|delivery|noun|parto|nacimiento|B1|act of giving birth
2709|advance|advance|noun|adelanto|avance|B1|amount of money
2710|quietly|quietly|adv|mansamente|-|B1|in a quiet manner
2712|teaching|teaching|noun|enseñanza|-|B1|-
2713|hunter|hunter|noun|cazador|-|B1|person who hunts game
2714|latest|latest|adj|último|-|B1|most recent
2716|swing|swing|noun|columpio|hamaca|B1|hanging seat
2717|capital|capital|adj|excelente|-|B1|excellent
2720|dirt|dirt|noun|tierra|-|B1|soil or earth
2721|whistle|whistle|noun|silbato|pitido;chiflido;pitada|B1|sound made by whistling
2725|deny|deny|verb|negar|-|B1|to not allow
2726|urgent|urgent|adj|urgente|acuciante|B1|requiring immediate attention
2727|threatened|threatened|adj|amenazado|-|B1|at risk of becoming endangered
2729|molly|molly|noun|chimbolo|-|B1|fish
2730|mixed|mixed|adj|mixto|-|B1|including both males and females
2732|assure|assure|verb|asegurar|-|B1|-
2734|explanation|explanation|noun|explicación|-|B1|the act or process of explaining
2736|unique|unique|adj|único|única|B1|one of a kind
2738|billion|billion|noun|billón|-|B1|a million million; 1,000,000,000,000; 10⁶
2739|duke|duke|noun|duque|-|B1|male ruler of a duchy
2740|production|production|noun|elaboración|-|B1|-
2741|slave|slave|noun|esclavo|esclava|B1|-
2743|carol|carol|noun|coro|-|B1|religious song or ballad of joy
2745|cruel|cruel|adj|cruel|-|B1|not nice; mean; heartless
2746|mask|mask|noun|máscara|-|B1|cover for the face
2748|behave|behave|verb|comportarse|portarse|B1|to act in a polite or proper way
2749|bury|bury|verb|enterrar|-|B1|inter a corpse in a grave or tomb
2750|massive|massive|adj|masivo|-|B1|Translations of "massive"
2751|pathetic|pathetic|adj|patético|-|B1|arousing scorn or contempt
2752|species|species|noun|especie|-|B1|-
2755|loan|loan|noun|préstamo|-|B1|borrowed sum of money or other valuables
2756|struggle|struggle|noun|lucha|-|B1|strife, effort
2757|dish|dish|noun|plato|-|B1|contents of such a vessel
2761|channel|channel|noun|canal|-|B1|-
2766|swimming|swimming|noun|natación|-|B1|human activity of moving oneself through water
2767|daily|daily|adj|diario|cotidiano|B1|that occurs every day
2768|basement|basement|noun|sótano|-|B1|floor below ground level
2770|quarter|quarter|noun|cora|cuarto|B1|coin worth 25 cents
2772|bound|bound|noun|acotado|-|B1|-
2773|navy|navy|noun|marina|-|B1|-
2774|article|article|noun|artículo|objecto|B1|-
2775|guide|guide|noun|líder|guía|B1|person
2776|accused|accused|noun|acusado|-|B1|defendant
2777|transfer|transfer|verb|transferir|-|B1|to be or become transferred
2778|guts|guts|noun|tripas|tripa|B1|entrails
2779|quality|quality|noun|calidad|-|B1|-
2780|fella|fella|noun|tío|muchacho|B1|-
2781|roman|roman|adj|romano|-|B1|of or from Rome
2783|damned|damned|adj|maldito|-|B1|god-forsaken
2784|couch|couch|noun|sofá|sillón|B1|furniture for seating
2787|shoe|shoe|noun|zapata|-|B1|-
2788|title|title|noun|título|-|B1|name of a book, etc
2789|shy|shy|adj|tímido|-|B1|easily frightened
2790|punishment|punishment|noun|castigo|penitencia|B1|-
2793|closet|closet|noun|ropero|armario;clóset|B1|furniture
2794|fever|fever|noun|fiebre|-|B1|higher than normal body temperature
2795|coward|coward|noun|cobarde|-|B1|a person who lacks courage
2796|flash|flash|noun|relámpago|-|B1|burst of light
2799|siren|siren|noun|sirena|-|B1|device for making a sound alarm
2802|bowl|bowl|noun|tazón|cuenco|B1|container
2804|supply|supply|verb|suplir|-|B1|act as a substitute
2805|sensitive|sensitive|adj|sensible|-|B1|of an instrument
2806|hopefully|hopefully|adv|ojalá|-|B1|it is hoped that
2809|dollar|dollar|noun|dólar|-|B1|designation for specific currency
2810|tone|tone|noun|tono|-|B1|-
2812|cheating|cheating|noun|trampa|-|B1|act of deception, fraud, trickery, imposture, or imposition
2814|demand|demand|noun|demanda|exigencia|B1|-
2815|museum|museum|noun|museo|-|B1|building or institution
2816|unknown|unknown|adj|ignoto|desconocido|B1|not known
2817|drama|drama|noun|drama|obra teatral|B1|composition
2818|suspicious|suspicious|adj|sospechoso|-|B1|arousing suspicion
2819|adult|adult|adj|adulto|-|B1|fully grown
2823|steady|steady|adj|firme|fijo|B1|regular and even
2828|sandwich|sandwich|noun|sándwich|sánduche;sánguche;emparedado|B1|snack consisting of two slices of bread
2830|joint|joint|noun|articulación|-|B1|part of the body where bones join
2832|package|package|noun|paquete|-|B1|male genitalia
2834|thursday|thursday|noun|jueves|-|B1|day of the week
2836|possibility|possibility|noun|posibilidad|-|B1|a thing possible
2838|civil|civil|adj|civil|-|B1|behaving in a reasonable or polite manner
2841|baseball|baseball|noun|béisbol|-|B1|ballgame
2842|express|express|verb|expresar|-|B1|to convey meaning
2843|miserable|miserable|adj|miserable|-|B1|in a state of misery
2844|tuesday|tuesday|noun|martes|-|B1|day of the week
2846|lion|lion|noun|león|-|B1|big cat
2849|shine|shine|noun|brillo|-|B1|brightness from a source of light
2850|assault|assault|noun|asalto|acometimiento|B1|a violent onset or attack
2854|argue|argue|verb|argumentar|debatir|B1|-
2855|trail|trail|noun|sendero|-|B1|-
2856|option|option|noun|opción|-|B1|one of the choices which can be made
2857|recall|recall|verb|evocar|-|B1|-
2858|mighty|mighty|adj|poderoso|-|B1|very strong, possessing might
2859|collection|collection|noun|recogida|recolección|B1|activity of collecting
2862|accent|accent|noun|acento|-|B1|a stronger articulation
2865|embarrassed|embarrassed|adj|avergonzado|-|B1|Having a feeling of shameful discomfort
2866|mobile|mobile|adj|móvil|-|B1|capable of being moved
2867|customer|customer|noun|cliente|-|B1|-
2870|charity|charity|noun|entidad benéfica|-|B1|organization
2871|considering|considering|prep|en consideración de|-|B1|-
2872|pussy|pussy|noun|peludito|-|B1|anything soft and furry
2875|flag|flag|noun|bandera|-|B1|-
2878|balance|balance|noun|balanza|-|B1|scales
2880|nuclear|nuclear|adj|nuclear|-|B1|involving atomic or hydrogen bombs
2881|wallet|wallet|noun|cartera|billetera|B1|case for keeping money
2882|shout|shout|noun|grito|-|B1|a loud burst of voice
2887|jay|jay|noun|arrendajo|urraca;grajilla|B1|bird
2890|reaction|reaction|noun|reacción|-|B1|action in response to an event
2891|network|network|noun|red|-|B1|interconnected group or system
2893|version|version|noun|versión|-|B1|a specific form or variation of something
2894|concert|concert|noun|concierto|-|B1|-
2895|gear|gear|noun|marcha|velocidad|B1|a particular combination or choice of interlocking gears
2896|singer|singer|noun|cantante|cantor;cantora|B1|person who sings
2897|diamond|diamond|noun|diamante|-|B1|uncountable: mineral
2898|defeat|defeat|verb|derrotar|vencer|B1|to overcome in battle or contest
2900|lane|lane|noun|carrera|-|B1|course for ships or aircraft
2903|anytime|anytime|adv|cuando sea|sea cuando sea;siempre|B1|at any time
2907|ceremony|ceremony|noun|ceremonia|-|B1|ritual with religious significance
2908|league|league|noun|legua|-|B1|distance
2910|orange|orange|noun|naranja|-|B1|colour
2911|specific|specific|adj|específico|-|B1|-
2913|plastic|plastic|adj|maleable|-|B1|Capable of adapting to varying conditions
2914|crisis|crisis|noun|crisis|-|B1|-
2915|fifth|fifth|adj|quinto|-|B1|Ordinal form of the number 5
2916|term|term|noun|término|-|B1|one of the addends in a sum
2917|self|self|noun|yo|ser|B1|-
2918|offering|offering|noun|ofrecimiento|-|B1|-
2919|bud|bud|noun|botón|brote;retoño;yema|B1|-
2924|mysterious|mysterious|adj|misterioso|-|B1|of unknown origin
2925|entrance|entrance|noun|entrada|-|B1|-
2927|tunnel|tunnel|noun|túnel|-|B1|an underground or underwater passage
2930|aboard|aboard|adv|a bordo|-|B1|on board
2931|sweat|sweat|noun|sudor|-|B1|fluid that exits the body through pores
2938|bust|bust|noun|busto|-|B1|breasts and upper thorax of a woman
2939|el|el|noun|ele|-|B1|name of the letter L, l
2944|afterwards|afterwards|adv|después|-|B1|at a later or succeeding time
2945|comfort|comfort|noun|comodidad|-|B1|-
2946|mason|mason|noun|albañil|-|B1|one who builds with stone or brick
2947|surrender|surrender|verb|rendirse|capitular|B1|-
2949|kitty|kitty|noun|gatito|minino|B1|kitten, small cat
2950|crush|crush|noun|aplastamiento|-|B1|a violent crowding
2954|pee|pee|noun|pe|-|B1|name of the letter P, p
2955|stress|stress|noun|estrés|-|B1|emotional pressure
2956|cave|cave|noun|cueva|-|B1|large, naturally occurring cavity formed underground
2957|wing|wing|noun|ala|aleta|B1|-
2959|arrange|arrange|verb|disponer|-|B1|to set up, organise
2960|comrade|comrade|noun|camarada|-|B1|companion in battle, fellow soldier
2961|noble|noble|adj|noble|-|B1|having honorable qualities
2964|launch|launch|verb|lanzar|-|B1|-
2965|legend|legend|noun|leyenda|-|B1|-
2966|mix|mix|noun|mezcla|-|B1|result of combining items normally kept separate
2967|golf|golf|noun|golf|-|B1|ball game
2968|imagination|imagination|noun|imaginación|-|B1|a mental image
2969|fox|fox|noun|zorro|-|B1|cunning person
2971|butter|butter|noun|mantequilla|manteca|B1|soft foodstuff made from milk
2972|tax|tax|noun|impuesto|tasa|B1|money paid to government
2973|gross|gross|noun|bruto|-|B1|total earnings or amount
2976|insist|insist|verb|insistir|empeñarse|B1|to hold up a claim emphatically
2978|classic|classic|adj|clásico|-|B1|exemplary of a particular style
2979|selfish|selfish|adj|egoísta|-|B1|regard for oneself above others' well-being
2980|skull|skull|noun|calavera|-|B1|-
2983|bat|bat|noun|murciélago|-|B1|small flying mammal
2985|print|print|verb|imprimir|-|B1|-
2986|champion|champion|noun|campeón|-|B1|someone who has been winner in a contest
2989|lifetime|lifetime|noun|eternidad|-|B1|informal, hyperbolic: a long period of time
2992|toward|toward|prep|para|-|B1|for the purpose of
2993|sauce|sauce|noun|chupe|-|B1|booze
2994|experiment|experiment|noun|experimento|-|B1|test under controlled conditions
2996|describe|describe|verb|describir|-|B1|to represent in words
2998|grass|grass|noun|hierba|césped|B1|lawn
2999|cheat|cheat|noun|mentiroso|-|B1|card game
3000|attend|attend|verb|asistir|-|B1|to be present at
3001|homework|homework|noun|tarea|-|B2|preliminary or preparatory work
3004|servant|servant|noun|sirviente|criado;criada|B2|-
3005|cap|cap|noun|fulminante|-|B2|gunpowder charge for a toy gun
3008|practically|practically|adv|prácticamente|-|B2|almost completely
3010|steel|steel|noun|acero|-|B2|metal alloy
3011|wipe|wipe|verb|formatear|-|B2|erase a computer disk
3013|generation|generation|noun|generación|-|B2|single step in the succession of natural descent
3014|cabin|cabin|noun|cabaña|-|B2|a compartment on land
3015|financial|financial|adj|financiero|-|B2|related to finances
3016|industry|industry|noun|industria|-|B2|businesses of the same type
3017|bond|bond|noun|enlace|-|B2|-
3018|sheep|sheep|noun|oveja|-|B2|animal
3022|deck|deck|noun|baraja|-|B2|pack of playing cards
3024|script|script|noun|escrito|-|B2|writing; written document
3025|brand|brand|noun|marca|-|B2|a specific product, service, or provider so distinguished
3026|degree|degree|noun|título|diploma|B2|academic award
3029|religion|religion|noun|religión|-|B2|-
3032|influence|influence|noun|influencia|-|B2|-
3034|drawing|drawing|noun|sorteo|rifa|B2|-
3035|rabbit|rabbit|noun|conejo|-|B2|mammal
3036|exercise|exercise|noun|ejercicio|-|B2|-
3037|attractive|attractive|adj|atractivo|-|B2|having the quality of attracting by inherent force
3039|virus|virus|noun|virus|-|B2|DNA/RNA causing disease
3041|torture|torture|noun|tortura|-|B2|intentional causing of somebody's experiencing agony
3043|plain|plain|adj|sencillo|-|B2|ordinary; lacking adornment or ornamentation
3045|recent|recent|adj|reciente|-|B2|having happened a short while ago
3048|sacred|sacred|adj|sagrado|-|B2|made holy
3052|jewish|jewish|adj|judío|-|B2|-
3054|robot|robot|noun|robot|-|B2|intelligent mechanical being
3055|crystal|crystal|noun|cristal|-|B2|glassware
3056|confirm|confirm|verb|confirmar|-|B2|to assure
3057|lad|lad|noun|chico|muchacho|B2|familiar term of address for a man
3058|mile|mile|noun|milla|-|B2|measure of length
3059|division|division|noun|división|-|B2|-
3060|scratch|scratch|verb|rascar|-|B2|To rub a surface with a sharp object
3065|contest|contest|noun|concurso|competencia;competición|B2|competition
3066|valuable|valuable|adj|valioso|-|B2|having a great value
3067|distant|distant|adj|distante|a distancia;huraño|B2|far off
3069|motion|motion|noun|movimiento|-|B2|state of progression from one place to another
3070|electricity|electricity|noun|electricidad|-|B2|form of energy
3075|seal|seal|noun|sello|-|B2|pattern, design
3076|standard|standard|noun|estandarte|-|B2|a flag or ensign
3081|inform|inform|verb|delatar|enterar;impregnar;informar|B2|-
3082|gentle|gentle|adj|tranquilo|-|B2|Docile and easily managed
3083|status|status|noun|estado|-|B2|-
3084|purse|purse|noun|bolsa|monedero|B2|small bag for carrying money
3091|buck|buck|noun|buco|gamo;macho;macho cabrío|B2|male deer, goat, etc.
3093|construction|construction|noun|construcción|-|B2|process of constructing
3095|confession|confession|noun|confesión|-|B2|Disclosure of one's sins to a priest
3096|trigger|trigger|noun|gatillo|disparador|B2|-
3098|frankly|frankly|adv|francamente|-|B2|-
3100|exit|exit|noun|salida|partida|B2|action of leaving
3101|response|response|noun|respuesta|-|B2|an answer or reply
3102|cancel|cancel|verb|cancelar|-|B2|-
3103|argument|argument|noun|argumento|-|B2|-
3104|principal|principal|adj|principal|-|B2|primary, main
3105|turkey|turkey|noun|fracaso|fiasco|B2|failure
3107|clinic|clinic|noun|clínica|-|B2|medical facility
3110|vice|vice|noun|vicio|-|B2|bad habit
3111|toy|toy|noun|juguete|-|B2|something to play with
3114|generous|generous|adj|generoso|-|B2|willing to give and share unsparingly
3115|gain|gain|verb|ganar|-|B2|acquire
3117|holly|holly|noun|acebo|-|B2|-
3119|jungle|jungle|noun|selva|jungla|B2|large, undeveloped, humid forest
3120|link|link|noun|eslabón|-|B2|element of a chain
3121|underground|underground|adj|subterráneo|subterránea|B2|below the ground
3123|mistress|mistress|noun|maestra|-|B2|female teacher
3125|product|product|noun|producto|-|B2|multiplication result
3126|beef|beef|noun|vacuno|-|B2|meat
3128|religious|religious|adj|religioso|-|B2|committed to the practice of religion
3130|identify|identify|verb|identificar|-|B2|to establish the identity of someone or something
3131|chip|chip|noun|chip|-|B2|circuit
3135|vampire|vampire|noun|vampiro|-|B2|mythological creature
3139|underneath|underneath|adv|abajo|-|B2|below; in a place beneath
3141|temperature|temperature|noun|fiebre|-|B2|-
3143|tribe|tribe|noun|tribu|-|B2|group of people
3145|deputy|deputy|noun|suplente|sustituto;delegado;representante|B2|representative
3147|headquarters|headquarters|noun|sede|-|B2|center of organisation's activity
3148|equal|equal|adj|igual|-|B2|the same in all respects
3151|reckon|reckon|verb|contar|calcular|B2|-
3152|related|related|adj|relacionado|-|B2|being a relative of
3153|incredibly|incredibly|adv|increíblemente|-|B2|In an incredible manner
3154|chill|chill|adj|frío|-|B2|moderately cold or chilly
3155|spit|spit|verb|escupir|-|B2|to evacuate saliva from the mouth
3158|makeup|makeup|noun|maquillaje|-|B2|cosmetics
3159|bug|bug|noun|bicho|-|B2|a colloquial name for insect
3161|spirits|spirits|noun|licor|-|B2|-
3162|nerve|nerve|noun|nervio|-|B2|bundle of neurons
3163|divorced|divorced|adj|divorciado|-|B2|having had one's marriage legally dissolved
3164|stake|stake|verb|estacar|-|B2|-
3165|port|port|noun|puerto|-|B2|dock or harbour
3166|doorbell|doorbell|noun|timbre|-|B2|-
3168|nephew|nephew|noun|sobrino|-|B2|-
3169|miller|miller|noun|molinero|-|B2|person
3171|proceed|proceed|verb|proceder|-|B2|come forth as a source or origin
3172|landing|landing|noun|rellano|-|B2|an in-between platform
3173|traitor|traitor|noun|traidor|-|B2|A betrayer
3174|outfit|outfit|noun|tenida|-|B2|A set of clothing
3176|bail|bail|noun|fianza|caución|B2|security
3178|patience|patience|noun|paciencia|-|B2|quality of being patient
